LAMMPS data file via write_data, version 29 Oct 2020, timestep = 0

3200 atoms
1 atom types

-21.3 21.3 xlo xhi
-19.67555 19.67555 ylo yhi
-20.0 10.0 zlo zhi

Masses

1 12.01115

Atoms # full

1741	1	1	0	-20.89324382	-9.249145588	-6.032584359	0	1	0
2925	1	1	0	-20.25280866	-18.74455826	-12.91686199	0	-1	0
2926	1	1	0	-18.81575073	-18.76028678	-12.85211421	0	-1	0
2924	1	1	0	-20.89415795	-17.54049384	-12.90919212	0	-1	0
2927	1	1	0	-18.09873506	-17.49162162	-12.99003361	0	-1	0
2928	1	1	0	-16.68556084	-17.54490709	-12.93643596	0	-1	0
2929	1	1	0	-15.93842477	-18.75893416	-12.95764371	0	-1	0
2965	1	1	0	-20.17458984	-16.31739875	-12.90721171	0	-1	0
2966	1	1	0	-18.80733584	-16.25596704	-12.90657523	0	-1	0
2969	1	1	0	-16.00072193	-16.30389408	-12.86975856	0	-1	0
2964	1	1	0	-20.9046158	-15.09565832	-12.88678135	0	-1	0
1999	1	1	0	-9.621374825	-0.735690129	-9.598774711	1	0	0
1996	1	1	0	-12.454369	-0.791840294	-9.632688688	1	0	0
2930	1	1	0	-14.50309592	-18.78106715	-12.94039089	0	-1	0
2933	1	1	0	-11.68661056	-18.79783925	-12.8998728	0	-1	0
2934	1	1	0	-10.25035042	-18.75726626	-12.86463474	0	-1	0
2932	1	1	0	-12.41483417	-17.56084738	-12.95743292	0	-1	0
2931	1	1	0	-13.84528445	-17.55445118	-12.87719539	0	-1	0
2935	1	1	0	-9.571457495	-17.52237962	-12.90597439	0	-1	0
2970	1	1	0	-14.58542895	-16.30970436	-12.77944648	0	-1	0
2973	1	1	0	-11.68947251	-16.39022671	-12.99815659	0	-1	0
2974	1	1	0	-10.28581301	-16.33557378	-12.91039919	0	-1	0
1921	1	1	0	-7.452508247	-4.471407232	-9.352819754	0	0	0
2936	1	1	0	-8.156799005	-17.54320455	-12.82439263	0	-1	0
2967	1	1	0	-18.07867328	-15.08538791	-12.80026545	0	-1	0
2968	1	1	0	-16.68011973	-15.06494789	-12.94004619	0	-1	0
3005	1	1	0	-20.19473114	-13.85398478	-12.83356723	0	-1	0
3006	1	1	0	-18.78340017	-13.8673954	-12.81900521	0	-1	0
3004	1	1	0	-20.95483512	-12.62334434	-12.85632734	0	-1	0
3007	1	1	0	-18.03274943	-12.6304035	-12.75769243	0	-1	0
3008	1	1	0	-16.62565248	-12.61246425	-12.82152217	0	-1	0
3009	1	1	0	-15.97227047	-13.83371966	-12.96373877	0	-1	0
3045	1	1	0	-20.1959026	-11.42325672	-12.83287405	0	-1	0
3046	1	1	0	-18.74589943	-11.36347797	-12.84804712	0	-1	0
3049	1	1	0	-15.96879807	-11.44711291	-13.06896291	0	-1	0
3044	1	1	0	-20.93227692	-10.15999934	-12.77626439	0	-1	0
3047	1	1	0	-18.04764887	-10.14825373	-13.03133946	0	-1	0
3048	1	1	0	-16.60286519	-10.18190458	-13.02994686	0	-1	0
2971	1	1	0	-13.86026058	-15.09771644	-12.91439389	0	-1	0
2972	1	1	0	-12.42082052	-15.17144107	-12.9924702	0	-1	0
2975	1	1	0	-9.554799798	-15.12753222	-12.84297327	0	-1	0
3010	1	1	0	-14.52238013	-13.82808516	-13.01857371	0	-1	0
3013	1	1	0	-11.66524553	-13.92136257	-12.98531271	0	-1	0
3014	1	1	0	-10.25813258	-13.88649105	-12.94986001	0	-1	0
3012	1	1	0	-12.37360929	-12.66118402	-13.20200153	0	-1	0
3011	1	1	0	-13.80257396	-12.63137121	-13.16437028	0	-1	0
3015	1	1	0	-9.519048663	-12.65218674	-13.03638812	0	-1	0
3050	1	1	0	-14.54989224	-11.37222689	-13.19252609	0	-1	0
3053	1	1	0	-11.64252366	-11.39648346	-13.09092929	0	-1	0
3054	1	1	0	-10.25141566	-11.40753694	-12.99935357	0	-1	0
2976	1	1	0	-8.147308091	-15.14354345	-12.87620954	0	-1	0
3016	1	1	0	-8.108836428	-12.64547498	-12.97445466	0	-1	0
3085	1	1	0	-20.20753398	-8.969078928	-12.98466033	0	-1	0
3086	1	1	0	-18.77759854	-8.944011174	-13.0700227	0	-1	0
3087	1	1	0	-18.04852966	-7.763663231	-13.10291676	0	-1	0
3084	1	1	0	-20.90436683	-7.778698	-12.97524045	0	-1	0
3088	1	1	0	-16.63977594	-7.705302485	-13.18543494	0	-1	0
3089	1	1	0	-15.91589161	-8.942814058	-13.00701178	0	-1	0
3125	1	1	0	-20.20279237	-6.521839435	-13.08293329	0	-1	0
3126	1	1	0	-18.77242937	-6.540675039	-12.99607236	0	-1	0
3129	1	1	0	-15.93149889	-6.49939601	-13.15685482	0	-1	0
3124	1	1	0	-20.88546194	-5.281138025	-13.03566347	0	-1	0
3128	1	1	0	-16.6599785	-5.283924311	-13.07403001	0	-1	0
3096	1	1	0	-8.113584344	-7.68289574	-13.16384203	0	-1	0
3052	1	1	0	-12.35656343	-10.1732263	-13.07740362	0	-1	0
3051	1	1	0	-13.77528485	-10.17217816	-13.07765626	0	-1	0
3055	1	1	0	-9.567079037	-10.1971174	-13.08292331	0	-1	0
3090	1	1	0	-14.51113442	-8.922721219	-13.00521822	0	-1	0
3093	1	1	0	-11.650952	-8.914427333	-12.93102976	0	-1	0
3094	1	1	0	-10.24093959	-8.966078724	-13.00637343	0	-1	0
3092	1	1	0	-12.3828301	-7.704731137	-12.94263844	0	-1	0
